Event_ID,Timestamp,Vehicle_ID,Is_Violation,Violation_Type,Details,Speed_KPH,Throttle,Brake,Steer,Heading,Latitude,Longitude,Altitude,Accel_X,Accel_Y,Accel_Z,Gyro_X,Gyro_Y,Gyro_Z,LiDAR_Points,Proximity_Alert,Collision_Partner,Traffic_Light_State,Lane_Type
bd733a25,13-04-2025 10:55,aaf781f7,0,None,None,20.00342007,0.516739964,0,-0.039533708,81.29335022,-0.000792773,-0.001019086,-0.001907158,0.005270451,-0.350530982,9.821349144,0.028216509,0.003796356,-0.110884555,5012,1,None,None,Driving
0c1fec20,13-04-2025 10:55,5d23cd89,0,None,None,19.77902062,0.788766921,0,-0.000673231,0.63215214,0.000516097,2.19E-05,-0.003459816,0.161200166,0.000852262,9.808566093,2.14E-06,-0.000342215,-0.000650053,5180,1,None,None,Driving
3c852976,13-04-2025 10:55,6c9418f3,0,None,None,0,0,1,0,90.77435303,0.000131288,-0.000988715,-0.004500389,-1.05E-05,-3.62E-08,9.81000042,0,0,0,5604,1,None,None,Driving
886aee20,13-04-2025 10:55,75a08b48,1,Lane Violation,Crossed lane markings,20.1542216,0.316925168,0,0.064837106,-81.64994812,5.21E-05,-0.000953962,-0.010940743,0.235776007,0.311987996,9.805175781,-0.002686645,-0.00144197,0.22168605,5320,1,None,None,Driving
d3511725,13-04-2025 10:55,2a54d78f,0,None,None,20.13175973,0.850000024,0,-0.000304379,0.316018492,-0.001262669,-0.000221907,-0.030911559,-2.407814026,-0.00579836,9.88787365,-0.001383484,-0.011075562,0.002115776,5888,1,None,None,Driving
7d062d72,13-04-2025 10:55,79e49d92,0,None,None,20.37729729,0.350904465,0,0,0.326568842,-0.001231329,-0.000206404,0.001529465,0.540391982,-0.00785487,9.803777695,-0.000309813,-0.009648863,0.00026775,5316,1,None,None,Driving
f2291bb3,13-04-2025 10:55,60afbd48,0,None,None,0,0,1,0,-179.6593933,-0.001168538,-0.000191195,0.010489311,0.006187523,1.05E-05,9.809998512,0,0,0,5536,1,None,Red,Driving
1feefc12,13-04-2025 10:55,20c16007,0,None,None,1.51E-06,0,1,-0.002409034,-179.539566,-0.001199947,-0.000194413,0.042612687,-4.18E-05,-1.50E-07,9.81000042,1.14E-07,-5.70E-07,1.65E-11,5488,1,None,Red,Driving
2b70924c,13-04-2025 10:55,c926df1d,0,None,None,20.23435941,0.462140262,0,-0.078690514,-31.5590992,-0.001179348,0.000767631,0.141730919,-0.090305224,-0.679215193,9.806983948,0.000612181,-0.000236222,-0.159071147,4372,1,None,None,Driving
824c755c,13-04-2025 10:55,75a08b48,0,None,None,20.51073564,0.328141779,0,0.002434642,-82.79777527,0.000196669,-0.000927889,-0.01096508,-0.204887792,0.083227038,9.813529015,0.0001259,0.001209951,-0.072663002,5612,1,None,None,Driving
4d890287,13-04-2025 10:55,82b227dd,0,None,None,20.46638383,0.255769342,0,-0.041986194,55.6035881,-0.001062679,-0.000877474,-0.003485069,-0.8359797,-0.122001469,9.817455292,0.002804703,0.000677749,-0.058153909,5204,1,None,None,Driving
2fe8f7c6,13-04-2025 10:55,82b227dd,1,Lane Violation,Crossed lane markings,20.53102826,0.224540457,0,-0.144366711,52.27912521,-0.001094843,-0.000852136,-0.003440895,-0.552415073,-0.293424428,9.815039635,0.004618191,0.000960875,-0.068699777,5236,1,None,None,Driving
224588c2,13-04-2025 10:55,82b227dd,0,None,None,20.47353926,0.17655611,0,-0.086580522,50.54481888,-0.001120773,-0.000827335,-0.003444099,0.254549921,-0.618225336,9.806733131,-0.002007408,-0.000264251,-0.130648151,5164,1,None,None,Driving
740750d0,13-04-2025 10:55,15fa5b49,1,Red Light Violation,Approaching red light at 15.81 km/h,15.81496587,0,1,0.034084655,-5.185732365,0.000519825,-0.000650823,0.067832522,1.397132277,0.207849711,9.785384178,0.000925625,-0.011494298,0.059422992,4960,1,None,Red,Driving
e85a0782,13-04-2025 10:55,15fa5b49,0,None,None,0.030585692,0,1,0.046150457,-2.825164557,0.000520477,-0.000636158,0.071614496,0.026389983,-0.004893707,9.643686295,0.0034756,-0.048559889,2.43E-05,5064,1,None,Red,Driving
359bf3a2,13-04-2025 10:55,2d744a52,1,Red Light Violation,Approaching red light at 5.41 km/h,5.409365607,0,1,0.032109976,-2.955444574,0.000551576,-0.000636935,-0.028691292,-16.20503998,-0.107651494,9.916944504,0.030710144,-0.074180372,0.031331014,5064,1,None,Red,Driving
877c51b4,13-04-2025 10:55,3cf5e815,1,Red Light Violation,Approaching red light at 7.47 km/h,7.466925254,0,1,0,-89.57274628,0.000360749,-0.000405739,-0.003145752,-5.393406391,0.012166977,9.701610565,0.000291435,0.003236096,-0.010346619,5084,1,None,Red,Driving
5a8b0725,13-04-2025 10:55,2d744a52,0,None,None,6.14E-05,0,1,0.031339839,-2.972625971,0.000551589,-0.000636675,-0.029585646,-0.026420552,0.000155774,9.81043911,-3.73E-05,0.000621531,7.32E-07,5760,1,None,Red,Driving
3645cbf4,13-04-2025 10:55,3cf5e815,0,None,None,3.17E-05,0,1,-0.001498749,-89.48934174,0.0003632,-0.000405727,-0.007583961,0.010898155,4.66E-10,9.810101509,6.09E-07,-5.40E-05,1.80E-09,5248,1,None,Red,Driving
23a4281e,13-04-2025 10:55,c926df1d,1,Red Light Violation,Approaching red light at 15.53 km/h,15.52663379,0,1,0,-89.61459351,-0.000457744,0.000952387,0.141628757,-3.332119703,0.007369995,9.83132267,-3.68E-07,0.006196006,-9.07E-06,5376,1,None,Red,Driving
55981b74,13-04-2025 10:55,c926df1d,0,None,None,0.006950288,0,1,0,-89.615448,-0.000444297,0.000952477,0.142943725,-0.750354826,-0.000261307,9.623265266,2.51E-07,-0.016883081,-3.42E-06,5124,1,None,Red,Driving
5ca2bb98,13-04-2025 10:55,5d23cd89,1,Red Light Violation,Approaching red light at 16.04 km/h,16.03545453,0.850000024,0,0.010946658,89.82246399,0.000119157,0.000893263,-0.002693825,3.278246164,-0.037578821,9.765886307,-8.31E-05,-0.004120034,0.009800245,5344,1,None,Red,Driving
985f50ae,13-04-2025 10:56,396768a5,1,Red Light Violation,Approaching red light at 15.81 km/h,15.81105768,0,1,0,0.167844296,-0.000255072,0.00067895,-0.01955574,1.549272418,-0.00077245,9.820775986,-3.88E-06,0.00048466,-7.72E-05,4864,1,None,Red,Driving
52e1b564,13-04-2025 10:56,5d23cd89,0,None,None,0.003558721,0,1,0.003128752,90.17980957,8.50E-05,0.000893146,-0.001151161,0.015001178,0.002052881,9.754595757,0.000123437,-0.011761751,1.20E-07,5508,1,None,Red,Driving
7275aaa4,13-04-2025 10:56,396768a5,0,None,None,0.007381304,0,1,0.000175733,0.175888032,-0.000255125,0.000697609,-0.01731327,0.075569823,-0.000293681,9.678277969,-1.82E-05,-0.020440672,-4.10E-06,5460,1,None,Red,Driving
20eae469,13-04-2025 10:56,15fa5b49,1,Red Light Violation,Approaching red light at 15.88 km/h,15.88438697,0.850000024,0,-0.000870534,89.90672302,9.08E-05,-0.000470095,0.067058563,2.76541996,-0.014380932,9.831160545,-0.000179376,-0.016524039,-0.001280763,5392,1,None,Red,Driving
94a86a19,13-04-2025 10:56,82b227dd,1,Lane Violation,Crossed lane markings,20.58174814,0.236953303,0,-0.115160182,-14.6372261,-0.001219371,0.000683431,-0.003446007,-0.110966057,-0.713473499,9.808129311,-0.002296606,-3.92E-05,-0.162712529,5276,1,None,None,Driving
cf0114b0,13-04-2025 10:56,15fa5b49,0,None,None,0.013192069,0,1,0.004338435,89.66408539,7.29E-05,-0.000470074,0.072252199,0.135275707,-0.00743562,9.462785721,-9.75E-05,-0.045308832,-1.79E-05,5376,1,None,Red,Driving
38068f6b,13-04-2025 10:56,82b227dd,0,None,None,20.51199239,0.330041468,0,-0.104265116,-23.09138107,-0.00119939,0.00073325,-0.003401909,0.178355992,-0.458365202,9.805877686,0.002221567,-0.000225289,-0.134609058,4812,1,None,None,Driving
c0576933,13-04-2025 10:56,2a54d78f,1,Red Light Violation,Approaching red light at 16.26 km/h,16.26260493,0,1,-0.00061556,-89.58623505,-0.000455459,0.000983842,-0.030432625,-3.336096048,-0.025953054,9.696400642,-0.001792394,-0.017567072,-0.000761328,5536,1,None,Red,Driving
d0e13d85,13-04-2025 10:56,2a54d78f,0,None,None,0.004775428,0,1,0.001930991,-89.70080566,-0.000443131,0.000983932,-0.029763011,-0.007010226,-0.00399982,9.805099487,-0.001206467,-0.001236883,-9.51E-07,5664,1,None,Red,Driving
aacba675,13-04-2025 10:56,3cf5e815,1,Wrong Way Driving,Vehicle moving opposite to lane direction,17.7015418,0.850000024,0,-0.117005877,-139.6158295,0.000551232,-0.00046516,-0.005365066,-4.238379478,-0.74413538,10.05736637,0.028830884,0.027400799,-0.268193305,5464,1,None,None,Driving
20d1d854,13-04-2025 10:56,3cf5e815,0,None,None,19.58450434,0.850000024,0,-0.104116894,-149.7401886,0.000565867,-0.000488688,-0.009344177,2.481433153,-0.922873676,9.840809822,0.020017382,0.005508948,-0.198719516,5064,1,None,None,Driving
47f24c3e,13-04-2025 10:56,82b227dd,1,Lane Violation,Crossed lane markings,20.68962489,0.239590749,0,-0.00584561,-89.14507294,-0.000745829,0.000950249,-0.00345417,-0.334922582,0.009593427,9.812105179,0.000594876,0.000204694,-0.020102551,5644,1,None,None,Driving
1c98244c,13-04-2025 10:56,82b227dd,0,None,None,20.49866849,0.277865916,0,-0.004666734,-89.20474243,-0.000717642,0.000950525,-0.003472175,-0.118917756,-0.05830501,9.808986664,9.86E-05,0.000302306,-0.011203553,5600,1,None,None,Driving
92bef4b0,13-04-2025 10:56,c926df1d,1,Red Light Violation,Approaching red light at 14.98 km/h,14.98048731,0,1,0,-179.8439484,-0.000149326,-0.000195065,0.141803771,-5.875191689,0.000950012,9.812407494,1.08E-07,0.008639535,-6.39E-05,5528,1,None,Red,Driving
25b30d02,13-04-2025 10:56,20c16007,1,Red Light Violation,Approaching red light at 16.74 km/h,16.73727118,0,1,-0.002626444,-0.005249023,-0.000219986,-0.00064717,0.042616844,-2.70324111,0.014115197,9.812788963,7.38E-05,0.001474484,-0.003694589,5576,1,None,Red,Driving
22cf371c,13-04-2025 10:56,c926df1d,0,None,None,0.000223027,0,1,0.001131572,-179.904892,-0.000149292,-0.000205757,0.141584814,-0.001555183,-9.18E-06,9.81118679,1.53E-06,-0.0005666,-4.47E-10,5436,1,None,Red,Driving
55abc68c,13-04-2025 10:56,20c16007,0,None,None,1.17E-05,0,1,0.001887036,-0.178039536,-0.000219956,-0.000630345,0.042619858,0.002038833,-0.001237,9.810062408,-3.07E-06,-0.000339253,-9.53E-09,5140,1,None,Red,Driving
bde3f562,13-04-2025 10:56,c926df1d,1,Wrong Way Driving,Vehicle moving opposite to lane direction,19.13884731,0.850000024,0,-0.118779317,126.2809601,-0.000215411,-0.000404238,0.141850129,-0.722631335,-0.909728706,9.794014931,0.005936195,-0.001830606,-0.170327902,5296,1,None,None,Driving
c0142ebd,13-04-2025 10:56,c926df1d,0,None,None,19.4165861,0.627472281,0,-0.118749961,115.8498917,-0.000244141,-0.000419831,0.14186725,-1.662685394,-1.291615486,9.79925251,0.001789755,0.002193996,-0.178140223,5344,1,None,None,Driving
103157b2,13-04-2025 10:57,c926df1d,1,Red Light Violation,Approaching red light at 17.37 km/h,17.47236494,0.409007788,0,0,89.82730865,-0.000943679,-0.000435777,0.141550705,0.187593624,0.001786888,9.802654266,1.31E-05,-0.001937168,7.59E-07,5356,1,None,Red,Driving
8cb14aa0,13-04-2025 10:57,c926df1d,0,None,None,0.006655902,0,1,0,89.83089447,-0.000966469,-0.00043571,0.142655715,-16.20493126,-0.003919601,9.880378723,-5.92E-07,0.03122863,-0.000154434,5024,1,None,Red,Driving
e030a860,13-04-2025 10:57,396768a5,1,Red Light Violation,Approaching red light at 15.80 km/h,15.80463439,0.850000024,0,0.000439827,0.093432821,-0.000255114,0.00067721,-0.019584732,1.849990964,0.004591245,9.810620308,2.81E-05,-0.002168556,0.000767154,5524,1,None,Red,Driving
4bdee692,13-04-2025 10:57,396768a5,0,None,None,4.056385587,0,1,0.000870534,0.114482902,-0.000255155,0.000700126,-0.016960829,-5.111262321,0.005198887,9.771515846,4.62E-05,-0.002934775,0.000571516,5424,1,None,Red,Driving
4a8e7bfe,13-04-2025 10:57,7e92bef7,1,Wrong Way Driving,Vehicle moving opposite to lane direction,19.86198867,0.613058507,0,-0.305611223,-122.7485733,-0.00017529,0.000921825,-0.004532623,-0.055810452,-0.771299243,9.809268951,0.008912895,0.00265617,-0.338711441,5516,1,None,None,Driving
6235835e,13-04-2025 10:57,7e92bef7,0,None,None,19.97489917,0.628072858,0,-0.257372469,-138.6573029,-0.000152837,0.000898475,-0.004525871,-0.259081841,-2.802821636,9.793514252,-0.002222148,0.002685065,-0.406894326,5560,1,None,None,Driving
6b8ca9a1,13-04-2025 10:57,60afbd48,1,Red Light Violation,Approaching red light at 16.38 km/h,16.38291285,0,1,0.000175733,-179.6461945,-0.001168612,-0.000177389,0.010766754,-0.17397508,-0.024044452,9.806879997,-0.000185521,-0.00230219,-0.001185457,5600,1,None,Red,Driving
8780fff6,13-04-2025 10:57,60afbd48,0,None,None,0.010128429,0,1,0.000566155,-179.6813812,-0.00116852,-0.000192089,0.013387069,-0.004824966,0.004613618,9.768105507,-2.65E-05,-0.051020537,-1.16E-05,5560,1,None,Red,Driving
6eede5b6,13-04-2025 10:57,82b227dd,1,Lane Violation,Crossed lane markings,17.94807203,0.850000024,0,-0.116260864,-92.95623016,0.000230469,0.000954212,-0.003179588,2.741060495,-0.207077265,9.770353317,0.003375355,0.001251526,-0.044636041,5268,1,None,None,Driving
80d39ecb,13-04-2025 10:57,82b227dd,0,None,None,18.84187111,0.850000024,0,-0.082043737,-94.00083923,0.00026159,0.000950519,-0.003894768,1.332476616,-0.557528615,9.800896645,-0.004044913,-0.0056106,-0.088394478,5708,1,None,None,Driving
8291b113,13-04-2025 10:57,2d744a52,1,Lane Violation,Crossed lane markings,20.21547049,0.412727088,0,0.090364568,138.4402008,-0.001041777,0.00084725,-0.029449539,-0.435258508,0.818853855,9.828695297,0.075521275,-0.007422343,0.262281805,5176,1,None,None,Driving
8742fcd6,13-04-2025 10:57,2d744a52,0,None,None,20.24353462,0.48855117,0,0.043840263,140.9756927,-0.001059225,0.000825638,-0.029433822,0.076729953,0.163322061,9.812703133,0.013516456,-0.000561767,0.052028269,5072,1,None,None,Driving
d0cbf87b,13-04-2025 10:57,82b227dd,1,Lane Violation,Crossed lane markings,20.52174311,0.270642608,0,-0.147031531,-169.3035431,0.000572041,0.000641939,-0.003415337,0.7417413,-0.616961598,9.799765587,-0.000862836,-0.000207677,-0.190156996,5916,1,None,None,Driving
02fe17f7,13-04-2025 10:57,82b227dd,0,None,None,20.6338269,0.29347077,0,-0.069652118,-172.5018616,0.000575632,0.000606303,-0.003450508,-0.059725933,-0.224242598,9.809911728,0.001216189,-1.61E-07,-0.076008052,5840,1,None,None,Driving
4a7630e8,13-04-2025 10:57,559432b7,1,Lane Violation,Crossed lane markings,19.78336199,0.850000024,0,-0.176602781,-171.2424316,0.000573015,0.000731273,0.003051681,2.260281086,-1.437087297,9.768974304,0.010749325,-0.005740501,-0.841759801,4952,1,None,None,Driving
40978674,13-04-2025 10:57,559432b7,0,None,None,20.68139995,0.293143034,0,0.001437753,179.596283,0.00057393,0.000701398,0.002895088,1.347058773,0.277731538,9.815531731,0.02710023,-0.013412071,0.227464601,5288,1,None,None,Driving
132d1470,13-04-2025 10:57,3cf5e815,1,Red Light Violation,Approaching red light at 11.95 km/h,11.95245561,0,1,-0.003247457,91.06705475,9.38E-05,-0.000988897,-0.010268898,3.021123886,-0.006341934,9.786563873,2.62E-05,0.003291366,-0.005458127,5204,1,None,Red,Driving
463734c6,13-04-2025 10:57,3cf5e815,0,None,None,0.031216017,0,1,-0.003002556,91.06626892,8.22E-05,-0.000989084,-0.001119347,0.396481156,0.010998487,9.042075157,-2.19E-06,-0.039805505,-2.33E-05,5824,1,None,Red,Driving
d3faac0b,13-04-2025 10:57,7e92bef7,1,Red Light Violation,Approaching red light at 15.38 km/h,15.37748358,0,1,0,-179.8410645,-0.000117904,-0.000189171,-0.004745292,-3.360177517,-7.26E-05,9.781737328,-7.85E-08,0.006735787,3.66E-07,5456,1,None,Red,Driving
a6cd6ff0,13-04-2025 10:57,7e92bef7,0,None,None,0.808059524,0,1,0,-179.8420868,-0.000117859,-0.000205522,-0.00601635,-4.338933468,-0.00120342,9.800823212,6.00E-06,-0.004723073,-0.000504198,5652,1,None,None,Driving
6221bd12,13-04-2025 10:57,c926df1d,1,Red Light Violation,Approaching red light at 16.76 km/h,16.75677399,0,1,0,-89.36828613,-0.000473603,-0.000964152,0.141542777,-4.414928913,0.008602142,9.829214096,-3.62E-06,0.008658599,-1.14E-05,4864,1,None,Red,Driving
dc4c9b04,13-04-2025 10:57,c926df1d,0,None,None,0.005118716,0,1,0.000175733,-89.37432098,-0.000457302,-0.000963974,0.142491758,-0.030741127,-0.00499309,9.809390068,-1.21E-06,-0.016426956,-2.14E-06,4724,1,None,Red,Driving
1bdadb4d,13-04-2025 10:58,20c16007,1,Lane Violation,Crossed lane markings,19.44629601,0.850000024,0,-0.029202333,-98.802948,0.000203046,-0.00038055,0.042811356,0.227059737,-0.028930366,9.813029289,5.92E-05,0.001144976,-0.128813133,5116,1,None,None,Driving
49a32d95,13-04-2025 10:58,20c16007,0,None,None,20.7891832,0.850000024,0,-0.0223649,-99.4155426,0.000237797,-0.000386745,0.042821083,-2.16707778,-0.026404858,9.806762695,7.51E-05,-0.000765776,0.053853765,5680,1,None,None,Driving
918a0008,13-04-2025 10:58,20c16007,1,Red Light Violation,Approaching red light at 16.45 km/h,16.44742333,0,0.398747891,0.008391935,-94.72289276,0.000340327,-0.000401811,0.04252037,-0.709070265,0.077180505,9.813498497,0.0002951,0.001033858,0.025598692,4864,1,None,Red,Driving
37f939ed,13-04-2025 10:58,20c16007,0,None,None,0.000339295,0,1,0.021913731,-92.5776062,0.000360044,-0.000402797,0.04277214,-0.680411398,0.02808553,9.786536217,0.000253405,-0.003145541,8.67E-07,5208,1,None,Red,Driving
b53cb58a,13-04-2025 10:58,60afbd48,1,Red Light Violation,Approaching red light at 5.25 km/h,5.253852973,0,1,0,-90.16747284,-0.000452581,-0.00040572,0.013312835,-27.5211525,0.002788544,10.06914902,-5.29E-05,0.129438758,-0.00042238,5512,1,None,Red,Driving
890e6ffb,13-04-2025 10:58,60afbd48,0,None,None,0.001187773,0,1,0,-90.16876221,-0.00045223,-0.000405721,0.010143165,-0.062663309,-0.000218309,9.866135597,7.40E-06,-0.003791399,2.98E-07,5528,1,None,Red,Driving
c483b292,13-04-2025 10:58,7e92bef7,1,Red Light Violation,Approaching red light at 11.62 km/h,11.62451988,0,1,0,-179.8391724,-0.000116397,-0.000731183,-0.005709648,-5.831644535,-0.000268385,9.797180176,9.18E-06,0.01068233,5.18E-07,4928,1,None,Red,Driving
a15ba95a,13-04-2025 10:58,7e92bef7,0,None,None,0.004752031,0,1,0,-179.8367004,-0.000116375,-0.000739372,-0.005940514,0.017666385,-0.000170036,9.870764732,-1.13E-06,-0.01185738,-1.59E-06,5496,1,None,Red,Driving
a5c9fca8,13-04-2025 10:58,5d23cd89,1,Lane Violation,Crossed lane markings,18.75550824,0.358364701,0,-0.035193618,-110.8822021,-0.000863025,-0.000908066,-0.003293877,-0.584479809,-0.076014578,9.808612823,-0.000387039,0.000988649,-0.052215729,5024,1,None,None,Driving
8e2cd85e,13-04-2025 10:58,5d23cd89,0,None,None,18.51131878,0.486036062,0,-0.024228238,-111.3887711,-0.000841501,-0.000916733,-0.003344002,0.090328455,-0.073922381,9.80738163,0.001717543,-0.001665649,-0.023272863,4892,1,None,None,Driving
8c6b881e,13-04-2025 10:58,6c9418f3,1,Wrong Way Driving,Vehicle moving opposite to lane direction,20.66493144,0,0.486623913,-0.139128178,-118.9441833,-0.000222794,0.000924146,-0.004314232,-3.485080481,-1.695806026,9.781515121,0.005784851,0.030996308,-0.248144075,5436,1,None,None,Driving
67fe7ae0,13-04-2025 10:58,6c9418f3,0,None,None,19.29287708,0.850000024,0,-0.098103948,-128.8958282,-0.000198469,0.000906157,-0.004178772,0.260074615,-0.766351342,9.795836449,0.014416515,-0.001392571,-0.290354252,5116,1,None,None,Driving
dd5f21eb,13-04-2025 10:58,5d23cd89,1,Lane Violation,Crossed lane markings,12.81458982,0.850000024,0,0.027199173,-91.72563934,-0.000646117,-0.000964937,-0.003507881,-2.143190622,-0.008281231,9.835852623,-0.000620043,-0.007004477,0.027103817,5260,1,None,None,Driving
80e3a24c,13-04-2025 10:58,5d23cd89,0,None,None,17.35762579,0,0.699999988,0.03418196,-91.15579224,-0.00061502,-0.000965228,-0.00366375,-2.313427687,0.032804489,9.828280449,-0.001089883,0.012480159,0.023927761,5372,1,None,None,Driving
5a4909c1,13-04-2025 10:58,3cf5e815,1,Red Light Violation,Approaching red light at 14.07 km/h,14.06711238,0,1,-0.004477761,0.167223439,-0.00021986,-0.000646686,-0.006183662,-3.666473866,-0.019841688,9.877180099,0.000783321,0.022816626,-0.009888571,5020,1,None,Red,Driving
616b1bbc,13-04-2025 10:58,3cf5e815,0,None,None,0.027506038,0,1,-0.000373486,0.001545442,-0.00021987,-0.000634602,-0.000238457,-8.833667755,-0.138870105,9.164232254,-0.00030376,-0.008096574,-1.20E-05,5008,1,None,Red,Driving
aab3c857,13-04-2025 10:58,20c16007,1,Wrong Way Driving,Vehicle moving opposite to lane direction,19.0694274,0.84779042,0,-0.135121271,-105.7188568,0.000505514,-0.000416857,0.04281456,-0.456469536,-2.771517992,9.812634468,-0.001207585,0.001451607,-0.249311119,4756,1,None,None,Driving
1816c1e3,13-04-2025 10:58,20c16007,0,None,None,20.87184403,0,0.585353315,-0.08161667,-112.9576187,0.000531239,-0.000427164,0.042804983,-3.66219759,-0.861647129,9.807510376,0.000944911,0.002231183,-0.250359446,5576,1,None,None,Driving
5b8af188,13-04-2025 10:58,6c9418f3,1,Red Light Violation,Approaching red light at 12.54 km/h,12.54052869,0,1,0,-179.8400421,-0.000149343,-0.000192418,-0.003966675,2.027020454,0.000511271,9.873076439,4.14E-06,-0.029120339,5.31E-06,5608,1,None,Red,Driving
40d9ea6f,13-04-2025 10:58,6c9418f3,0,None,None,0.701493062,0,1,0,-179.8509674,-0.000149317,-0.000201292,-0.001885567,-24.2136898,0.042898882,9.74686718,-2.52E-05,0.099022321,-0.001046743,5460,1,None,Red,Driving
e8666673,13-04-2025 10:58,60afbd48,1,Wrong Way Driving,Vehicle moving opposite to lane direction,19.40553018,0.59148854,0,-0.144606143,-113.0419846,-0.00025443,-0.000426382,0.011333389,-1.494649887,-3.003488064,9.769044876,-0.018647894,0.00756445,-0.344467252,5256,1,None,None,Driving
60423c2c,13-04-2025 10:58,60afbd48,0,None,None,19.39489757,0.850000024,0,-0.073781557,-122.6431046,-0.000221648,-0.000444658,0.01126419,-1.753650665,-1.824481249,9.807496071,-0.014278257,0.014547596,-0.267792612,5128,1,None,None,Driving
a5bfd78d,13-04-2025 10:58,7e92bef7,1,Lane Violation,Crossed lane markings,19.89620233,0.733370781,0,0.140225515,-95.89993286,-1.59E-06,-0.000958347,-0.004530563,1.025260448,0.722839236,9.818753242,-0.00475942,-0.004245858,0.209769309,5260,1,None,None,Driving
76a91542,13-04-2025 10:58,7e92bef7,0,None,None,20.40185344,0.358096987,0,0.090153128,-93.64595795,2.84E-05,-0.000958779,-0.004513893,0.761834443,0.221770525,9.819602013,-0.001845601,-0.00296507,0.068374187,5340,1,None,None,Driving
d6c8762d,13-04-2025 10:59,20c16007,1,Red Light Violation,Approaching red light at 15.12 km/h,15.12098613,0,1,-0.002099104,91.03522491,8.77E-05,-0.001020423,0.042627182,-3.66682291,-0.003026724,9.809926033,2.35E-05,0.001802249,-0.004907267,5876,1,None,Red,Driving
8663bedd,13-04-2025 10:59,20c16007,0,None,None,0.00017659,0,1,0.006756003,90.66660309,7.32E-05,-0.001020668,0.042722967,-0.001269744,-3.05E-05,9.80736351,-3.35E-05,-0.004235966,1.69E-07,5028,1,None,Red,Driving
ab2f208d,13-04-2025 10:59,559432b7,1,Wrong Way Driving,Vehicle moving opposite to lane direction,19.20427429,0.850000024,0,-0.118700564,146.0542908,0.000554672,-0.000374604,0.003517609,0.969258547,-2.212966442,9.771144867,-0.015023081,0.015899267,-0.43575567,5340,1,None,None,Driving
a21b1a92,13-04-2025 10:59,82b227dd,1,Lane Violation,Crossed lane markings,20.60437491,0.162058473,0,-0.015177513,91.07813263,0.000357439,-0.000437205,-0.003488655,0.149117962,-0.072886445,9.809221268,0.000480634,-0.000281298,-0.023401737,5152,1,None,None,Driving
